15.414	1979/01	
16.175285714285714	1979/02	
16.3419375	1979/03	
15.446799999999996	1979/04	
13.856866666666667	1979/05	
12.53	1979/06	
10.31125	1979/07	
8.04106666666667	1979/08	
7.051133333333332	1979/09	
8.747937499999999	1979/10	
10.943066666666665	1979/11	
13.336266666666667	1979/12	
14.861875000000001	1980/01	
15.955142857142857	1980/02	
16.0413125	1980/03	
15.429066666666667	1980/04	
13.792599999999998	1980/05	
12.204600000000003	1980/06	
10.1000625	1980/07	
7.984266666666666	1980/08	
7.667066666666666	1980/09	
9.182749999999999	1980/10	
11.382866666666668	1980/11	
13.592933333333331	1980/12	
14.9096875	1981/01	
15.604071428571428	1981/02	
15.631533333333332	1981/03	
15.009933333333331	1981/04	
13.801625000000001	1981/05	
12.429733333333335	1981/06	
10.270999999999999	1981/07	
7.8443125	1981/08	
7.138466666666667	1981/09	
8.856266666666667	1981/10	
10.929	1981/11	
13.341125	1981/12	
15.17673333333333	1982/01	
15.973499999999998	1982/02	
16.043875	1982/03	
15.466000000000001	1982/04	
13.9732	1982/05	
12.476066666666668	1982/06	
10.3670625	1982/07	
8.139533333333336	1982/08	
7.301733333333333	1982/09	
9.4210625	1982/10	
11.627466666666665	1982/11	
13.641799999999998	1982/12	
14.9424375	1983/01	
16.00614285714286	1983/02	
16.085266666666666	1983/03	
15.172066666666664	1983/04	
13.4913125	1983/05	
12.295666666666666	1983/06	
10.570266666666667	1983/07	
8.185875000000001	1983/08	
7.3946000000000005	1983/09	
9.334066666666667	1983/10	
11.461	1983/11	
13.2984375	1983/12	
14.473266666666667	1984/01	
15.298933333333334	1984/02	
15.584200000000001	1984/03	
15.014466666666666	1984/04	
13.5766875	1984/05	
12.151666666666667	1984/06	
9.977533333333334	1984/07	
7.771062499999999	1984/08	
6.805199999999998	1984/09	
8.560599999999999	1984/10	
10.841533333333333	1984/11	
12.989437500000001	1984/12	
14.724866666666665	1985/01	
15.465714285714284	1985/02	
15.8859375	1985/03	
15.356533333333335	1985/04	
14.073400000000001	1985/05	
12.219066666666665	1985/06	
9.744562499999999	1985/07	
7.401866666666666	1985/08	
6.697666666666666	1985/09	
8.5459375	1985/10	
11.024533333333332	1985/11	
13.049933333333334	1985/12	
14.889625	1986/01	
15.784857142857145	1986/02	
15.909466666666665	1986/03	
15.058800000000002	1986/04	
13.379562499999999	1986/05	
11.975933333333334	1986/06	
10.146466666666665	1986/07	
7.9795625	1986/08	
7.410666666666667	1986/09	
9.483933333333335	1986/10	
11.453266666666668	1986/11	
13.2224375	1986/12	
14.969800000000001	1987/01	
16.050142857142863	1987/02	
15.8159375	1987/03	
15.210866666666666	1987/04	
13.742933333333335	1987/05	
12.485666666666669	1987/06	
10.3325625	1987/07	
7.499904761904761	1987/08	
7.2787	1987/09	
9.048774193548388	1987/10	
11.224033333333331	1987/11	
12.540500000000002	1987/12	
15.090473684210526	1988/01	
15.583379310344826	1988/02	
15.957225806451614	1988/03	
15.123333333333335	1988/04	
13.560870967741934	1988/05	
11.943433333333331	1988/06	
9.80867741935484	1988/07	
7.891580645161292	1988/08	
7.369	1988/09	
9.135032258064518	1988/10	
11.330833333333333	1988/11	
13.625548387096778	1988/12	
14.954806451612903	1989/01	
15.495535714285712	1989/02	
15.423290322580648	1989/03	
14.328399999999998	1989/04	
13.044129032258065	1989/05	
12.244533333333331	1989/06	
10.129709677419353	1989/07	
7.881774193548387	1989/08	
7.008333333333335	1989/09	
8.828903225806453	1989/10	
11.115233333333332	1989/11	
13.386806451612904	1989/12	
14.78261290322581	1990/01	
15.578214285714283	1990/02	
15.86674193548387	1990/03	
14.650066666666667	1990/04	
13.22583870967742	1990/05	
11.640566666666667	1990/06	
9.246612903225806	1990/07	
6.797483870967742	1990/08	
6.1427999999999985	1990/09	
8.484935483870967	1990/10	
11.0752	1990/11	
13.105548387096777	1990/12	
14.363806451612904	1991/01	
15.249392857142857	1991/02	
15.416129032258064	1991/03	
14.859733333333333	1991/04	
13.473129032258061	1991/05	
12.108033333333337	1991/06	
9.514032258064516	1991/07	
7.415354838709678	1991/08	
6.472899999999999	1991/09	
8.54141935483871	1991/10	
10.8846	1991/11	
12.945096774193546	1991/12	
14.642677419354838	1992/01	
15.46210344827586	1992/02	
15.481129032258066	1992/03	
14.6769	1992/04	
13.215548387096776	1992/05	
12.14676666666667	1992/06	
10.323129032258064	1992/07	
7.92525806451613	1992/08	
7.4737	1992/09	
9.319516129032259	1992/10	
11.37866666666667	1992/11	
13.407387096774192	1992/12	
14.896064516129032	1993/01	
15.685642857142856	1993/02	
15.813161290322581	1993/03	
15.077200000000001	1993/04	
13.368225806451612	1993/05	
11.8709	1993/06	
9.476354838709675	1993/07	
7.335000000000001	1993/08	
6.396666666666666	1993/09	
8.786129032258065	1993/10	
11.318733333333334	1993/11	
13.318967741935484	1993/12	
14.729774193548385	1994/01	
15.561892857142855	1994/02	
15.55361290322581	1994/03	
14.888033333333333	1994/04	
13.624387096774194	1994/05	
12.0164	1994/06	
9.925161290322581	1994/07	
7.639290322580646	1994/08	
7.137599999999998	1994/09	
8.915290322580645	1994/10	
11.123199999999999	1994/11	
13.271870967741936	1994/12	
14.586387096774196	1995/01	
15.225678571428572	1995/02	
15.260161290322579	1995/03	
14.4486	1995/04	
12.972064516129029	1995/05	
11.440433333333333	1995/06	
8.98709677419355	1995/07	
6.744354838709677	1995/08	
6.080133333333333	1995/09	
7.828935483870968	1995/10	
10.760866666666667	1995/11	
12.92083870967742	1995/12	
14.180870967741935	1996/01	
15.154827586206896	1996/02	
